county,year,energy_use
Denver,2035,9837522889.437841
Denver,2036,9897619133.232615
Denver,2037,9953901711.878897
Denver,2038,10006719185.467453
Denver,2039,10056406758.783037
Clear Creek,1990,64605079.727490336
Clear Creek,1991,64978176.394770764
Clear Creek,1992,66428165.71533788
Clear Creek,1993,68166457.00607623
Clear Creek,1994,71736313.75437304
Clear Creek,1995,73652673.9090407
Clear Creek,1996,73957934.81863378
Clear Creek,1997,75297691.03295894
Clear Creek,1998,76357624.74682379
Clear Creek,1999,77892408.7645001
Clear Creek,2000,79367836.49419996
Clear Creek,2001,80249701.34243117
Clear Creek,2002,80266660.28294684
Clear Creek,2003,80699113.23577857
Clear Creek,2004,80224262.93351886
Clear Creek,2005,79639179.52224445
Clear Creek,2006,78680999.44888748
Clear Creek,2007,79138890.81484576
Clear Creek,2008,78808191.49382201
Clear Creek,2009,76823995.5818995
Clear Creek,2010,77019023.38427547
Clear Creek,2011,76908790.274718
Clear Creek,2012,77188612.77852774
Clear Creek,2013,77120777.01810148
Clear Creek,2014,78095916.03805397
Clear Creek,2015,79639179.52630612
Clear Creek,2016,80071632.47739105
Clear Creek,2017,80179360.58184537
Clear Creek,2018,80703730.50599
Clear Creek,2019,81207779.56064388
Clear Creek,2020,81693859.12611027
Clear Creek,2021,82162655.62952986
Clear Creek,2022,82611597.9320154
Clear Creek,2023,83037994.50406778
Clear Creek,2024,83442868.9183494
Clear Creek,2025,83831513.67882878
Clear Creek,2026,84423617.03048807
Clear Creek,2027,85108181.61208181
Clear Creek,2028,85888890.8107488
Clear Creek,2029,86684615.43686123
Clear Creek,2030,87496567.53090426
Clear Creek,2031,88320346.1600217
Clear Creek,2032,89158358.62118419
Clear Creek,2033,90013094.9528153
Clear Creek,2034,90879517.98353444
Clear Creek,2035,91754121.30318233
Clear Creek,2036,92634717.86625808
Clear Creek,2037,93521298.79249312
Clear Creek,2038,94411621.83941418
Clear Creek,2039,95305743.24669696
Yuma,1990,87916518.03885292
Yuma,1991,88436908.41813135
Yuma,1992,88446727.10453284
Yuma,1993,90056991.67437558
Yuma,1994,91097772.43293247
Yuma,1995,92747311.74838112
Yuma,1996,93483713.22849213
Yuma,1997,94799417.20629047
Yuma,1998,96282038.85291396
Yuma,1999,96399863.08973172
Yuma,2000,96370407.03052728
Yuma,2001,96527506.01246004
Yuma,2002,97666473.6361118
Yuma,2003,99100001.84640764
Yuma,2004,97057715.07921998
Yuma,2005,97126445.88452132
Yuma,2006,97371913.04053266
Yuma,2007,97018440.32880296
Yuma,2008,97155901.94460939
Yuma,2009,98540336.73055647
Yuma,2010,98481424.60684551
Yuma,2011,99345469.01172708
Yuma,2012,98991996.2936545
Yuma,2013,99728397.77768326
Yuma,2014,99934590.19353801
Yuma,2015,98697435.70727547
Yuma,2016,98991996.30409181
Yuma,2017,99584932.53504094
Yuma,2018,100156838.11812082
Yuma,2019,100708762.0021275
Yuma,2020,101236109.37758486
Yuma,2021,101730499.80588353
Yuma,2022,102190200.93154596
Yuma,2023,102605468.85313815
Yuma,2024,103036306.40318936
Yuma,2025,103439164.52163003
Yuma,2026,103824676.17480423
Yuma,2027,104133308.44973533
Yuma,2028,104530325.36329763
Yuma,2029,104869467.21924323
Yuma,2030,105262040.04621401
Yuma,2031,105592026.05554155
Yuma,2032,105959401.37961441
Yuma,2033,106340925.12007952
Yuma,2034,106741962.38327497
Yuma,2035,107153749.93278329
Yuma,2036,107525469.68582305
Yuma,2037,107993672.03892696
Yuma,2038,108322628.2507865
Yuma,2039,108758548.59861547
San Miguel,1990,39397131.93504736
San Miguel,1991,43640551.195308976
San Miguel,1992,48286089.986468196
San Miguel,1993,51524210.41948579
San Miguel,1994,56169749.21064501
San Miguel,1995,58085108.02886783
San Miguel,1996,61354974.7406405
San Miguel,1997,62984617.050067656
San Miguel,1998,68275663.50924672
San Miguel,1999,69111648.84979703
San Miguel,2000,69989962.56202075
San Miguel,2001,73016441.13400446
San Miguel,2002,74519098.33027379
San Miguel,2003,74180471.36073819
San Miguel,2004,74360366.9373873
San Miguel,2005,74550844.61038338
San Miguel,2006,74698993.91058432
San Miguel,2007,76995308.07533896
San Miguel,2008,77291606.6761535
San Miguel,2009,76900069.23457633
San Miguel,2010,78233412.94542174
San Miguel,2011,79122308.74734692
San Miguel,2012,80106443.38868009
San Miguel,2013,80730786.87284206
San Miguel,2014,82021802.20850079
San Miguel,2015,82995354.75817497
San Miguel,2016,84656743.3452355
San Miguel,2017,87476296.3625642
San Miguel,2018,90266261.10957949
San Miguel,2019,93030938.27606134
San Miguel,2020,95768932.68834996
San Miguel,2021,98540040.00122283
San Miguel,2022,101343071.46812882
San Miguel,2023,104182824.86601742
San Miguel,2024,107056861.51671803
San Miguel,2025,109960255.87485869
San Miguel,2026,112844672.7023352
San Miguel,2027,115708333.35883203
San Miguel,2028,118565341.93766633
San Miguel,2029,121413524.51915056
San Miguel,2030,124257854.5509131
San Miguel,2031,127155403.17679735
San Miguel,2032,130105569.89415185
San Miguel,2033,133107419.16162337
San Miguel,2034,136159034.68643945
San Miguel,2035,139249517.688805
San Miguel,2036,142321730.19814515
San Miguel,2037,145373505.69207904
San Miguel,2038,148403061.0090073
San Miguel,2039,151408709.11597311
Grand,1990,95468822.90562037
Grand,1991,100549628.84411454
Grand,1992,103113997.87910923
Grand,1993,107008483.56309651
Grand,1994,112017391.30434784
Grand,1995,119255143.16012727
Grand,1996,125965641.56945919
Grand,1997,131334040.29692473
Grand,1998,136738388.12301168
Grand,1999,143748462.35418877
Grand,2000,154005938.49416757
Grand,2001,159170625.66128048
Grand,2002,161303605.50633526
Grand,2003,164023753.9762269
Grand,2004,166707953.34185287
Grand,2005,166528207.84486324
Grand,2006,169380169.66650465
Grand,2007,171824708.37343237
Grand,2008,174173382.82205492
Grand,2009,175719194.06054717
Grand,2010,177229056.20360553
Grand,2011,174329162.24752113
Grand,2012,169643796.39980623
Grand,2013,171009862.14193198
Grand,2014,173166808.0599122
Grand,2015,174976246.01948336
Grand,2016,180212831.3905375
Grand,2017,184187699.5883481
Grand,2018,188092692.78848836
Grand,2019,191923428.76415324
Grand,2020,195683407.67343494
Grand,2021,199366053.98136136
Grand,2022,202972052.52626565
Grand,2023,206514318.06408
Grand,2024,209992344.9172639
Grand,2025,213409710.71644562
Grand,2026,216759603.97909412
Grand,2027,220063076.1491716
Grand,2028,223943963.48526075
Grand,2029,228427098.02357656
Grand,2030,233512210.70388138
Grand,2031,238587359.5596242
Grand,2032,243645743.4737174
Grand,2033,248690428.62713006
Grand,2034,253706083.73194426
Grand,2035,258682406.0296966
Grand,2036,263612870.32083964
Grand,2037,268497323.71287465
Grand,2038,273333549.2739958
Grand,2039,278124280.5226865
Huerfano,1990,36667909.02456823
Huerfano,1991,36979119.43566042
Huerfano,1992,37723583.55631233
Huerfano,1993,39316248.60131355
Huerfano,1994,42190368.28022379
Huerfano,1995,43685398.68645098
Huerfano,1996,45125509.60836779
Huerfano,1997,46785298.467526145
Huerfano,1998,47474843.10386767
Huerfano,1999,47779951.35003649
Huerfano,2000,47755542.69034298
Huerfano,2001,48237613.71831338
Huerfano,2002,48304737.53430114
Huerfano,2003,49073610.312937945
Huerfano,2004,47163632.69186018
Huerfano,2005,47737236.19569491
Huerfano,2006,47291778.15793602
Huerfano,2007,46730378.98382597
Huerfano,2008,46864626.61177411
Huerfano,2009,40945526.635183774
Huerfano,2010,40512272.9262953
Huerfano,2011,39688480.661230676
Huerfano,2012,40048508.39230787
Huerfano,2013,39481007.05508681
Huerfano,2014,39023344.68549187
Huerfano,2015,39395576.74562866
Huerfano,2016,40530579.42083967
Huerfano,2017,40483619.87976972
Huerfano,2018,40435173.79229819
Huerfano,2019,40394572.23831011
Huerfano,2020,40360171.78716625
Huerfano,2021,40330153.8475543
Huerfano,2022,40303152.27488878
Huerfano,2023,40278198.77933602
Huerfano,2024,40253250.95677075
Huerfano,2025,40229790.88074424
Huerfano,2026,40207440.1593597
Huerfano,2027,40176691.18179951
Huerfano,2028,40136584.05241696
Huerfano,2029,40086685.706681825
Huerfano,2030,40028206.35700165
Huerfano,2031,39961232.24912381
Huerfano,2032,39887260.31257036
Huerfano,2033,39776958.41924416
Huerfano,2034,39630614.49935169
Huerfano,2035,39448702.14519565
Huerfano,2036,39231354.42124944
Huerfano,2037,39011782.239541985
Huerfano,2038,38791647.58803676
Huerfano,2039,38571369.425505646
Prowers,1990,95530554.86615849
Prowers,1991,93517486.52721149
Prowers,1992,94534843.64474383
Prowers,1993,96829308.63322106
Prowers,1994,98799085.17993264
Prowers,1995,99729858.71299414
Prowers,1996,101079119.57099804
Prowers,1997,101865587.1299415
Prowers,1998,102623193.49406134
Prowers,1999,103698273.00124091
Prowers,2000,104275496.89771317
Prowers,2001,101800649.44252633
Prowers,2002,101093550.16602875
Prowers,2003,99729858.71450938
Prowers,2004,98532119.12601039
Prowers,2005,97478685.51588649
Prowers,2006,95299665.3067037
Prowers,2007,92153795.06898178
Prowers,2008,91504418.19028474
Prowers,2009,90739596.52724257
Prowers,2010,90386046.8888495
Prowers,2011,89953128.96472032
Prowers,2012,89325397.97828807
Prowers,2013,88538930.41938788
Prowers,2014,86749536.3401796
Prowers,2015,85898131.09553103
Prowers,2016,85436351.97885102
Prowers,2017,85726885.92064296
Prowers,2018,85968460.38011199
Prowers,2019,86146282.81595297
Prowers,2020,86261860.62088126
Prowers,2021,86323737.03507854
Prowers,2022,86339111.38796203
Prowers,2023,86310367.00837708
Prowers,2024,86246148.14137964
Prowers,2025,86157626.60237645
Prowers,2026,86051134.74364552
Prowers,2027,85945858.25681388
Prowers,2028,85839779.08645794
Prowers,2029,85728017.85210775
Prowers,2030,85610507.4761762
Prowers,2031,85483010.62989643
Prowers,2032,85340587.74878708
Prowers,2033,85185197.50202696
Prowers,2034,85021697.21051504
Prowers,2035,84854563.54016922
Prowers,2036,84683486.16393594
Prowers,2037,84513099.70002314
Prowers,2038,84345529.42187284
Prowers,2039,84181055.22762528
Bent,1990,28180479.83237297
Bent,1991,27717132.006286014
Bent,1992,28119072.289156627
Bent,1993,29905473.54635935
Bent,1994,30151103.719224725
Bent,1995,31010809.324253537
Bent,1996,31401584.599266633
Bent,1997,31502069.669984285
Bent,1998,33500606.076479834
Bent,1999,33500606.076479834
Bent,2000,33305218.438973285
Bent,2001,32836288.109515812
Bent,2002,34628271.870033234
Bent,2003,37140398.638197854
Bent,2004,35487977.4750062
Bent,2005,34952057.09801286
Bent,2006,33919293.87065106
Bent,2007,32227795.18005857
Bent,2008,33539683.60320517
Bent,2009,36180207.96122325
Bent,2010,36414673.127291776
Bent,2011,35192104.766982995
Bent,2012,32255707.70057883
Bent,2013,31864932.425716445
Bent,2014,32082650.078642156
Bent,2015,32640900.47162965
Bent,2016,31407167.10272645
Bent,2017,31601260.223652016
Bent,2018,31894208.226794776
Bent,2019,32186824.032367475
Bent,2020,32477347.09820343
Bent,2021,32709603.314834893
Bent,2022,32997084.397464808
Bent,2023,33260831.218894217
Bent,2024,33548220.409216527
Bent,2025,33838582.039785184
Bent,2026,34063830.591107495
Bent,2027,34267538.46386411
Bent,2028,34397721.501393765
Bent,2029,34521815.87514133
Bent,2030,34645896.38512557
Bent,2031,34768951.963159084
Bent,2032,34889134.318816476
Bent,2033,35007038.080341555
Bent,2034,35121844.092639565
Bent,2035,35234719.96107626
Bent,2036,35345612.24706023
Bent,2037,35455225.16806549
Bent,2038,35563369.57795636
Bent,2039,35669535.46661539
San Juan,1990,6115573.529411764
San Juan,1991,5770802.94117647
San Juan,1992,4720073.529411764
San Juan,1993,4440973.529411764
San Juan,1994,4580523.529411764
San Juan,1995,4769326.470588235
San Juan,1996,4851414.705882353
San Juan,1997,4695447.058823529
San Juan,1998,4531270.5882352935
San Juan,1999,4531270.5882352935
San Juan,2000,4711864.705882353
San Juan,2001,4646194.1176881045
San Juan,2002,4917085.294125855
San Juan,2003,5048426.470727786
San Juan,2004,5212602.941258556
San Juan,2005,5294691.176339248
San Juan,2006,5516329.411813955
San Juan,2007,5631252.94102871
San Juan,2008,5729758.823406277
San Juan,2009,5639461.764787968
San Juan,2010,5852891.176470588
San Juan,2011,5688714.705956233
San Juan,2012,5680505.882041005
San Juan,2013,5746176.4705307735
San Juan,2014,5902144.11775377
San Juan,2015,5713341.176355665
San Juan,2016,5729758.823554038
San Juan,2017,5776755.195737205
San Juan,2018,5820538.919294605
San Juan,2019,5864263.310452383
San Juan,2020,5907829.533152886
San Juan,2021,5952196.964521208
San Juan,2022,5996199.167960838
San Juan,2023,5998957.5570467
San Juan,2024,6002046.9493170455
San Juan,2025,6056099.142049684
San Juan,2026,6077748.496132752
San Juan,2027,6082683.085339337
San Juan,2028,6112237.707947134
San Juan,2029,6116616.729091346
San Juan,2030,6123019.260656626
San Juan,2031,6132327.469650797
San Juan,2032,6141947.942021131
San Juan,2033,6152646.699379066
San Juan,2034,6164742.3375596255
San Juan,2035,6177656.844920198
San Juan,2036,6191222.459589509
San Juan,2037,6205595.6773703275
San Juan,2038,6220834.718005486
San Juan,2039,6236828.615168519
Sedgwick,1990,27496169.983862292
Sedgwick,1991,27271294.24421732
Sedgwick,1992,26913537.385691233
Sedgwick,1993,27087305.00268962
Sedgwick,1994,27189521.24798279
Sedgwick,1995,27107748.251748253
Sedgwick,1996,27404175.363098443
Sedgwick,1997,27905034.965034965
Sedgwick,1998,27383732.11403981
Sedgwick,1999,27782375.470683165
Sedgwick,2000,28027694.45938677
Sedgwick,2001,27537056.48230666
Sedgwick,2002,27537056.48213289
Sedgwick,2003,27751710.59676813
Sedgwick,2004,26637553.5234099
Sedgwick,2005,26351348.03700813
Sedgwick,2006,25707385.691211402
Sedgwick,2007,24756774.61040402
Sedgwick,2008,24736331.360854752
Sedgwick,2009,24286579.881575033
Sedgwick,2010,24562563.74394836
Sedgwick,2011,24194585.261087164
Sedgwick,2012,24225250.134593353
Sedgwick,2013,23949266.27191337
Sedgwick,2014,23826606.777847767
Sedgwick,2015,24419461.0000984
Sedgwick,2016,24746552.98551695
Sedgwick,2017,24651113.183735587
Sedgwick,2018,24554339.1511374
Sedgwick,2019,24449775.378688965
Sedgwick,2020,24337194.469435826
Sedgwick,2021,24248872.909585044
Sedgwick,2022,24186760.497964833
Sedgwick,2023,24202067.476596758
Sedgwick,2024,24169889.654589776
Sedgwick,2025,24153839.300351314
Sedgwick,2026,24128843.506789558
Sedgwick,2027,24044155.225309603
Sedgwick,2028,23987568.602700066
Sedgwick,2029,23984172.747460533
Sedgwick,2030,23914287.27507477
Sedgwick,2031,23834172.824467488
Sedgwick,2032,23844179.086349327
Sedgwick,2033,23781316.288437407
Sedgwick,2034,23696429.611174338
Sedgwick,2035,23664929.883203577
Sedgwick,2036,23600071.115293436
Sedgwick,2037,23576488.963940572
Sedgwick,2038,23563183.827466615
Sedgwick,2039,23472506.117222104
Hinsdale,1990,3714463.5922330096
Hinsdale,1991,3571293.6893203883
Hinsdale,1992,4008757.281553398
Hinsdale,1993,4255327.669902912
Hinsdale,1994,4883684.466019417
Hinsdale,1995,5225701.456310679
Hinsdale,1996,5647257.281553398
Hinsdale,1997,5877919.902912621
Hinsdale,1998,6164259.708737864
Hinsdale,1999,6259706.310679612
Hinsdale,2000,6299475.72815534
Hinsdale,2001,6394922.330176628
Hinsdale,2002,6410830.0970316995
Hinsdale,2003,6235844.660361207
Hinsdale,2004,6609677.184458066
Hinsdale,2005,6466507.281704519
Hinsdale,2006,6601723.301193583
Hinsdale,2007,6721031.553493506
Hinsdale,2008,6553999.99977729
Hinsdale,2009,6577861.650668378
Hinsdale,2010,6561953.8834951455
Hinsdale,2011,6553999.999904551
Hinsdale,2012,6323337.37856919
Hinsdale,2013,6394922.33026412
Hinsdale,2014,6156305.825043874
Hinsdale,2015,6100628.640705114
Hinsdale,2016,6164259.708674232
Hinsdale,2017,6324602.930954228
Hinsdale,2018,6453033.128105949
Hinsdale,2019,6561300.899630429
Hinsdale,2020,6742344.849454702
Hinsdale,2021,6858136.177901755
Hinsdale,2022,7016826.9604362
Hinsdale,2023,7181312.899796711
Hinsdale,2024,7351027.0332890395
Hinsdale,2025,7526845.507157558
Hinsdale,2026,7708636.495224584
Hinsdale,2027,7896033.794680875
Hinsdale,2028,8086560.392023946
Hinsdale,2029,8283198.690807847
Hinsdale,2030,8485674.452121956
Hinsdale,2031,8692578.31848116
Hinsdale,2032,8904882.561269639
Hinsdale,2033,9121938.842167856
Hinsdale,2034,9344931.100742832
Hinsdale,2035,9570592.468412742
Hinsdale,2036,9798154.774699233
Hinsdale,2037,10027532.118615035
Hinsdale,2038,10258207.363630477
Hinsdale,2039,10489798.775213024
Rio Blanco,1990,40227898.71445267
Rio Blanco,1991,39969134.39813012
Rio Blanco,1992,40984286.71601091
Rio Blanco,1993,41541625.24347488
Rio Blanco,1994,41919819.24425399
Rio Blanco,1995,42463887.80677834
Rio Blanco,1996,42079058.823529415
Rio Blanco,1997,41933089.20919362
Rio Blanco,1998,41335940.786910795
Rio Blanco,1999,40426948.18854694
Rio Blanco,2000,39590940.397351
Rio Blanco,2001,39013696.92322736
Rio Blanco,2002,39385255.9418087
Rio Blanco,2003,38847822.35977029
Rio Blanco,2004,39172936.50106298
Rio Blanco,2005,38602328.00899114
Rio Blanco,2006,39683830.15159659
Rio Blanco,2007,40426948.18801615
Rio Blanco,2008,40871492.01462132
Rio Blanco,2009,41913184.261916906
Rio Blanco,2010,44016473.70471367
Rio Blanco,2011,44427842.617530026
Rio Blanco,2012,44945371.25096465
Rio Blanco,2013,44600352.1621763
Rio Blanco,2014,43963393.845432915
Rio Blanco,2015,43319800.544899344
Rio Blanco,2016,43107481.10654888
Rio Blanco,2017,43205853.79261373
Rio Blanco,2018,43296458.94798779
Rio Blanco,2019,43383948.66813059
Rio Blanco,2020,43468526.39620817
Rio Blanco,2021,43553190.34539864
Rio Blanco,2022,43636140.30754734
Rio Blanco,2023,43719686.263983086
Rio Blanco,2024,43800342.45334869
Rio Blanco,2025,43979153.8748059
Rio Blanco,2026,44160638.474442184
Rio Blanco,2027,44340556.518722534
Rio Blanco,2028,44518334.86237518
Rio Blanco,2029,44691495.41934615
Rio Blanco,2030,44873718.87777829
Rio Blanco,2031,45063644.53492262
Rio Blanco,2032,45265573.185301445
Rio Blanco,2033,45474466.262327075
Rio Blanco,2034,45692017.592036605
Rio Blanco,2035,45912242.699342765
Rio Blanco,2036,46133551.30249096
Rio Blanco,2037,46354007.45449032
Rio Blanco,2038,46572027.708447546
Rio Blanco,2039,46785489.11089516
Ouray,1990,21866014.7601476
Ouray,1991,22999808.11808118
Ouray,1992,24133601.47601476
Ouray,1993,25267394.833948337
Ouray,1994,27668369.003690034
Ouray,1995,29345239.852398522
Ouray,1996,31022110.70110701
Ouray,1997,31669992.619926196
Ouray,1998,32937173.431734316
Ouray,1999,34556878.22878229
Ouray,2000,35976501.84501845
Ouray,2001,36290915.12921799
Ouray,2002,37186516.6050803
Ouray,2003,37205571.9559387
Ouray,2004,38329837.63829064
Ouray,2005,38911025.83064893
Ouray,2006,39415992.619097285
Ouray,2007,40721284.13334629
Ouray,2008,41988464.943992026
Ouray,2009,41654996.31025846
Ouray,2010,42598236.16236162
Ouray,2011,42131380.07387697
Ouray,2012,42969815.49821214
Ouray,2013,43293756.45704055
Ouray,2014,43655808.11850993
Ouray,2015,44275107.011698954
Ouray,2016,46152059.04132404
Ouray,2017,46808102.42478023
Ouray,2018,47469260.4980675
Ouray,2019,48043623.57340713
Ouray,2020,48530103.55377251
Ouray,2021,48932681.57343797
Ouray,2022,48995106.35490551
Ouray,2023,49106769.216229096
Ouray,2024,49204372.11837841
Ouray,2025,49244120.743712865
Ouray,2026,49350132.2160454
Ouray,2027,49416925.08019701
Ouray,2028,49449781.51366939
Ouray,2029,49568693.74858725
Ouray,2030,49643695.96166157
Ouray,2031,49695334.90949182
Ouray,2032,49758714.35496127
Ouray,2033,49851955.80276355
Ouray,2034,49940252.50329672
Ouray,2035,50054363.32015694
Ouray,2036,50076573.58726999
Ouray,2037,50173022.78029508
Ouray,2038,50246334.81534051
Ouray,2039,50327001.55996684
Custer,1990,10506597.063621534
Custer,1991,10964828.711256117
Custer,1992,11668541.598694943
Custer,1993,12666831.973898858
Custer,1994,13168704.730831973
Custer,1995,14297918.433931485
Custer,1996,15547145.187601957
Custer,1997,16692724.306688417
Custer,1998,17314610.114192497
Custer,1999,18312900.489396412
Custer,2000,19191177.814029362
Custer,2001,20347667.210440457
Custer,2002,20636789.55953777
Custer,2003,21460515.49744937
Custer,2004,21733272.430870682
Custer,2005,22066035.88933746
Custer,2006,21913292.00662348
Custer,2007,22529722.675170664
Custer,2008,22469716.149508778
Custer,2009,22726107.667701397
Custer,2010,23173429.03752039
Custer,2011,23058871.12524624
Custer,2012,23135243.066622328
Custer,2013,23386179.445023432
Custer,2014,23828045.677080195
Custer,2015,24313553.018522784
Custer,2016,25186375.203309648
Custer,2017,25448077.63589941
Custer,2018,25701749.970645513
Custer,2019,25819510.412877586
Custer,2020,25941856.525323454
Custer,2021,26068373.31076417
Custer,2022,26200106.054438
Custer,2023,26334731.31504897
Custer,2024,26475333.958034407
Custer,2025,26619606.13855246
Custer,2026,26794207.83082507
Custer,2027,26990380.834621724
Custer,2028,27208729.301988762
Custer,2029,27448539.562708654
Custer,2030,27708706.336550005
Custer,2031,27963075.92626492
Custer,2032,28211456.93645871
Custer,2033,28452454.684265804
Custer,2034,28688791.145296343
Custer,2035,28921343.879562434
Custer,2036,29150234.119212687
Custer,2037,29376260.55995777
Custer,2038,29600191.801088337
Custer,2039,29821565.192709036
